,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,name,author,place,info,genre,receipt,valid,style1,style2
440,440,728,732,732,Портрет царя Михаила Федоровича. 1728					,Ведекинд Иоганн  Генрих,1,"Портрет царя Михаила Федоровича (1596–1645) – характерный пример парсуны – ранней, переходной от Средневековья к Новому времени формы изображения человека, сочетающей в себе черты иконы и светского портрета. Величественная неподвижность фигуры, застывшее выражение лица уподобляют образ земного царя священному, почти иконному образу. Главное внимание уделено атрибутам царского сана: богатой одежде из узорчатой ткани, усыпанной драгоценными камнями, шапке Мономаха. Возможно, внешность Михаила Федоровича была знакома автору парсуны по другим изображениям и описаниям царя. Ведь лицо на парсуне должно быть узнаваемым, «дабы не подвергать забвению вельмож царевых и царей». Царь Михаил Федорович – первый царь из династии Романовых. Сын боярина Ф.Н. Романова, впоследствии патриарха Филарета, он был избран на русский престол Земским собором в 1613 году.",,Пост. в 1924 из Музея декоративных искусств,True,,
441,441,730,734,734,Портрет цесаревны Анны Петровны. 1725					,Каравак Луи,1,"Анна Петровна (1708–1728) – старшая дочь Петра I и Екатерины I, в замужестве герцогиня Голштейн-Готторпская, мать императора Петра III. Она изображена в белом парчовом платье, с накинутой на плечо мантией, затканной золотом и подбитой горностаем. На груди цесаревны – звезда и лента ордена Святой великомученицы Екатерины. Анна Петровна была особой весьма привлекательной. Ее современник, граф Г.Ф.Бассевич писал: «Анна Петровна походила лицом и характером на своего августейшего родителя, но природа и воспитание все смягчили в ней. Ничто не могло быть величественнее ее осанки и физиономии; ничто правильнее очертаний ее лица, и при этом взгляд и улыбка ее были грациозны и нежны. Она имела черные волосы и брови, цвет лица ослепительной белизны и румянец свежий и нежный, какого никогда не может достигнуть никакая искусственность; глаза ее были неопределенного цвета и отличались необыкновенным блеском. Ко всему этому присоединялись проницательный ум, неподдельная простота и добродушие, щедрость, снисходительность, отличное образование и превосходное знание языков отечественного, французского, немецкого, итальянского и шведского».",,Пост. в 1925 из Музея декоративных искусств,True,,
442,442,732,736,736,Портрет Якова Матвеевича Евреинова. 1723					,Неизвестный художник первой четверти XVIII века,1,"Яков Матвеевич Евреинов (1700–1772) был сыном купца М.Г.Евреинова. По распоряжению Петра I он на четыре года отправился за границу для изучения иностранных языков, что пригодилось ему для дальнейшей карьеры. В 1723–1725 годах Евреинов был консулом в Кадиксе. После воцарения Елизаветы Петровны в 1753 году Яков Матвеевич был назначен президентом Мануфактур-коллегии, а также был дипломатическим агентом в Голландии. Художник (возможно, иностранный) изображает молодого человека в коричневом кафтане, темно-зеленом камзоле с золотым позументом по бортам и белой рубашке.",,Пост. в 1926 из Музея изящных искусств,True,,
443,443,733,737,737,Посещение царевной женского монастыря,Суриков Василий Иванович,28,,,Приобр. в 1958 у А.К. Крайтор,True,Реализм,
444,444,734,738,738,После дождя. 1879					,Куинджи Архип Иванович,21,,,Приобр. П.М.Третьяковым в 1879 у автора,True,Реализм,
445,445,735,739,739,После дождя. 1867					,Васильев Федор Александрович,18,,,Приобр. в 1940 у Ю.А.Бахрушина,True,Реализм,
446,446,736,740,740,После дождя. Плес,Левитан Исаак Ильич,37,"Разнообразные поволжские впечатления, многократно отраженные в этюдах, Левитан объединяет на этом большом полотне. Обобщая пленэрные впечатления, он приходит к своеобразному импрессионизму, где все построено на тончайших тональных отношениях – валерах. В пейзаже достигается полифоническое звучание различных пространственных ритмов и зрительных впечатлений. Плавная кривая линия направляет движение по берегу, взгляду открывается городок со сверкающими после дождя крышами. Лодки на берегу, барки и корабль вдалеке, расположенные по диагонали, уводят взгляд на речной простор, к тающим в струях дождя далям. В многослойных облаках соединяются горизонтальный и диагональный ритмы. Чуткая поверхность воды, смешивая краски неба, приобретает серебристый оттенок. Три вертикальные мачты барок в центре композиции уравновешивают эти разнонаправленные движения",пейзаж,Приобр. П.М.Третьяковым в 1890 у автора,True,Импрессионизм,Реализм
447,447,737,741,741,Последний кабак у заставы,Перов Василий Григорьевич,17,"Конец 1860-х годов отмечен в творчестве В.Г.Перова рядом стилистических изменений: художник в своих работах освобождается от обилия персонажей, резких обличительных характеристик и пестроты колорита. Живописная палитра мастера усложняется, а раскрытие фабулы развивается по пути более широкого обобщения и драматизма. В сумрачном свете холодного зимнего вечера зловещим символом предстали на фоне лимонно-желтого закатного неба царские орлы заставы. Тускло светятся окна кабака, где крестьяне, приехавшие в город, пропивают вырученные за день гроши. Под резкими порывами ветра зябко съежилась в санях жалкая фигурка, закутанная в платок. Это крестьянка ожидает загулявшего кормильца. Пространство картины играет активную трагическую роль, печальными аккордами звучат темные серые и коричневые тона, наложенные экспрессивными мазками, усиливая ощущение тоски и безысходности. Нет ни малейшего просвета, лишь пробирает до костей ледяной холод в этом пустынном мрачном месте. В зрелом творчестве художника Перова становится очевидным мотив глубокого сострадания человеку как жертве жестокой социальной несправедливости",,Приобретено П.М. Третьяковым в 1883 у В.В. Епишкина,True,Реализм,
448,448,738,742,742,Похищение Европы,Серов Валентин Александрович,42,"Похищение Европы – распространенный сюжет в мировом искусстве. Сюжет заимствован из древнегреческой мифологии. Европа – дочь финикийского царя Агенора. Царь богов Зевс похитил красавицу Европу, приняв вид быка. Произведение создано под впечатлением поездки художника в Грецию. Серов обратился к памятникам крито-микенской культуры, используя в образном строе картины ритон в виде головы быка из малого дворца в Кноссе на острове Крит, фрески Кносского дворца с мотивом летающих рыб и другие памятники архаического периода. Академическому образу античности Серов противопоставляет архаическую Античность. Своеобразие проявляется и в интерпретации сюжета: устремленный вперед бык невольно оборачивается, неуклюжий похититель красоты недооценил ее могущества. Европа Серова, в отличие от испуганных героинь произведений старых мастеров, невозмутима. У нее идеально симметричное лицо греческой Коры, она воплощает торжествующее совершенство. Рога быка приобретают форму лиры, в невидимых струнах которой словно звучат голоса неба и моря",мифологическая картина,"Приобр.Советом галереи в 1911 у О.Ф.Серовой,Москва.",True,Импрессионизм,Модернизм
449,449,739,743,743,Почва и дали,Иванов Александр Андреевич,10,,,Пост. в 1925 из Румянцевского музея,True,Академизм,
450,450,741,745,745,Празднество свадебного договора. 1777					,Шибанов Михаил,4,"Картина изображает крестьян села Татарова в Суздальской провинции, о чем свидетельствует авторская надпись на обратной стороне холста. Шибанов воспроизводит старинный торжественный обряд – сговор, во время которого заключался договор между семьями жениха и невесты о будущем брачном союзе. Автор точно воссоздает костюмы, головные уборы, наряд невесты, характер вышивки и даже виды тканей. На выбор пластического решения картины повлияла историческая живопись. Четкость рисунка, объемность форм, гладкая и сухая манера письма – признаки академических композиций. Художник стремится к впечатлению обрядовой торжественности изображения, незыблемости порядка, которым пронизана вся жизнь крестьянина. Главные действующие лица помещены в центре полотна и выделены светом и цветом. Такая композиция оправдана самим сюжетом. Во время сговора невеста должна была ""позировать"" перед женихом и его родственниками.",,Приобр. Советом галереи в 1917 у Н.С.Гаврилова (правнук Ф.П.Макеровского),True,,
451,451,742,746,746,Праздник в деревне,Неизвестный художник конца XVIII века,6,,,Приобр. в 1925 у Г.О.Чирикова,True,,
452,452,744,748,748,"Приам, испрашивающий у Ахиллеса тело Гектора",Иванов Александр Андреевич,10,"Картина написана во время учебы Иванова в Императорской Академии художеств в Санкт-Петербурге. Сюжет заимствован из ""Илиады"" Гомера (песнь 24). Царь побежденной греками Трои, старый Приам с помощью бога Гермеса проникает в лагерь греков и предлагает их предводителю Ахиллу выкуп за тело своего сына Гектора, погибшего в поединке с Ахиллом. В глубине изображены соратники Ахилла, на первом плане – кадуцей, жезл Гермеса, знак его незримого присутствия. Иванов создал картину в строгом соответствии с академическими требованиями и правилами классицизма, но выбрал наиболее эмоциональный момент. Он стремится наполнить живым чувством широко известный античный сюжет. Подобное решение художника согласуется с романтическими веяниями времени",историческая картина,Пост. в 1925 из Румянцевского музея (дар К.Т.Солдатенкова),True,Академизм,
453,453,746,750,750,Приезд институтки к слепому отцу,Перов Василий Григорьевич,17,,,Приобр. П.М. Третьяковым у Е.И. Резановой,True,Реализм,
454,454,748,752,752,Призвание Михаила Федоровича Романова на царство 14 марта 1613 года. не позднее 1800 -х гг					,Угрюмов Григорий Иванович,6,"Исторические живописцы эпохи классицизма часто обращались к событиям отечественной истории, сыгравшим заметную роль в развитии государства. К ним принадлежит и избрание Михаила Федоровича Романова на царство на Земском соборе в Кремле, положившее начало новой династии. Молодой царь изображен в виде ангелоподобного отрока, воспринимающего свое избрание как тяжелую ношу, возложенную на него судьбой. Жестом он как бы пытается отгородиться от Божественной воли, на которую, воздев руку вверх, указывает ему священнослужитель. Юноша даже не смотрит на коленопреклоненного человека, который протягивает ему лежащие на подушке скипетр и шапку Мономаха. Вся сцена носит театрализованный характер. Главные герои находятся на возвышении и ярко освещены. Их жесты продуманно выразительны. Люди, заполняющие собор и протягивающие руки в мольбе принять высокий сан и положить конец смуте в государстве, выглядят как статисты, подчеркивающие и усиливающие значение главных персонажей.",,Пост. в 1925 из Румянцевского музея,True,,
455,455,749,753,753,Призраки,Борисов-Мусатов Виктор Эльпидифорович,45,"Образ мира в картине представлен тонкой, полупрозрачной завесой, за которой чудится нездешний свет. Призрачные фигуры, многократно отражаясь в волнообразных колебаниях пространства, ускользают подобно отголоскам затихающей вдали музыки. Размещая фигуры ассиметрично, художник создает ощущение спонтанности их движения, словно они подчиняются импульсам какой-то неведомой силы. Зыбкость изображения достигается техникой – разбелёная матовая темпера создает фресковое свечение. Изображение кажется состоящим из множества прозрачных слоев. Сквозь краски проступает тканая основа крупнозернистого холста, что рождает эффект будто истлевшего от времени материала. Живопись становится настолько бесплотной, что приближается к поэзии и музыке",синтетическая ретроспективная картина,Приобр. Советом галереи в 1905 у Е.В.Борисовой-Мусатовой,True,,
456,456,751,755,755,Приход дворцового гренадера в свою бывшую роту Финляндского полка,Федотов Павел Андреевич,15,,,Приобр. в 1905 г. у М.Ф.Каменского,True,,
457,457,752,756,756,Приход колдуна на крестьянскую свадьбу,Максимов Василий Максимович,23,"Выходец из крестьян, знающий жизнь деревни, кровно с ней связанный, Максимов, по его собственным словам, ставил целью пробудить в зрителях ""любовь и сердечный интерес к бедным формам бедного бытия"". Тускло освещенная изба, накрытый скатертью стол, взволнованные хозяева, колоритные гости, нарядные жених и невеста под иконами, пестро расшитые полотенца на стенах – каждая деталь повествует о жизни русского крестьянства, самобытности его мира. Позднее художник писал П.М.Третьякову о своей деревенской жизни: ""Живя здесь, среди простых людей, не видя ни искусства, ни искусственности, постоянно сравниваешь и себя с этим людом, и картину с той жизнью, которую задаешься изображать""",бытовой жанр,Приобр. П.М. Третьяковым в 1875 у автора,True,Реализм,
458,458,753,757,757,Проводы начальника. 1864					,Юшанов Алексей Лукич,16,,,Приобр. П.М. Третьяковым в 1871,True,Реализм,
459,459,754,759,759,Прогулка в лесу. 1869					,Шишкин Иван Иванович,25,,,Приобр. в 1942 у Я.И.Кульского,True,Реализм,
460,460,756,761,761,Продажа ребенка-невольника. 1872					,Верещагин Василий Васильевич,27,,,Приобр. П.М.Третьяковым в 1874 у автора,True,Реализм,
461,461,757,762,762,Проповедь в селе. 1861					,Перов Василий Григорьевич,17,,,Пост. в 1925 из Румянцевского музея (собр. К.Т. Солдатенкова),True,Реализм,
462,462,760,765,765,Проселок,Саврасов Алексей Кондратьевич,18,"Мотив картины чрезвычайно прост: размытая дождем дорога, несколько деревьев, лучи солнца, пробивающиеся из-за облаков… Однако свободная, близкая пленэрной живопись делает пейзаж подлинно драгоценным. Саврасов любуется тем, как блестит омытая дождем изумрудная трава, как отливает перламутром лужа с отражающимися в ней облаками. Экспрессивная манера письма усиливает динамику и  эмоциональность пейзажного образа, придает ему романтическую приподнятость. Картина кажется ответом на слова П.М.Третьякова из письма к художнику А.Г.Горавскому: ""Дайте мне хотя лужу грязную, да чтобы в ней правда была, поэзия, а поэзия во всем может быть, это дело художника""",пейзаж,Дар И.М. Прянишникова в 1893,True,Реализм,
463,463,763,768,768,Прощание Гектора с Андромахой. 1773					,Лосенко Антон Павлович,4,"Сюжет заимствован из поэмы Гомера ""Илиада"". Троянский герой Гектор, отправляясь на битву, прощается с семьей и согражданами. Он предчувствует свою гибель, но не склоняется перед судьбой. Высокий патриотический порыв героя важнее его личных переживаний. Картина проникнута высокими гражданскими идеалами, что было характерно для исторической живописи классицизма. Композиция произведения ясная, уравновешенная. Фигура Гектора помещена в центре картины, она выделяется эффектной позой, патетическим жестом, ярким красным плащом. Другие действующие лица изображены на втором плане, они устремлены взглядами и жестами к главному герою. Основные персонажи – Гектор и его супруга Андромаха – прекрасны телесно и духовно, как и положено идеальным героям. Они – пример для потомков. Цвет в картине строг и лаконичен. Его гармония строится на сочетании коричневых и серых тонов, контрастных серебристо-желтых и красных.",мифологическая картина,Пост. в 1924 из ГМФ (Ленинград),True,Классицизм,
464,464,764,769,769,Прощание Гектора с Андромахой. 1773					,Лосенко Антон Павлович,4,,мифологическая картина,"Приобр. Советом галереи в 1917  у Н.С.Гаврилова, (правнук Ф.П.Макеровского) Москва",True,Классицизм,
465,465,765,770,770,Пряха,Тропинин Василий Андреевич,13,"В период своей жизни на Украине Тропинин выполнил большое число изображений местных народных типов. С начала 1800-х в русской культуре возникает большой интерес к Малороссии. Появляется множество литературных произведений, рисующих народную жизнь и обычаи в сентиментально-идиллическом ключе. ""Пряха"" вполне отвечает духу эпохи. Скромная миловидность, естественность чувств должны быть присущи ""дочери природы"", живущей в согласии с ее законами. В такой ""идеализированности"" и заключается жизненная правда, как понимал ее век Просвещения и, в особенности, его оракул Ж.-Ж.Руссо. ""Пряху"" также можно сопоставить с крестьянками Н.М.Карамзина или персонажами ""Вечеров на хуторе близ Диканьки"" Н.В.Гоголя. Об этом периоде творчества Тропинин говорил: ""…научился я в Малороссии: я там без отдыха писал с натуры, писал со всего и со всех; и эти мои работы, кажется, лучшие из всех до сих пор мною написанных""","бытовой жанр, портрет",Пост. в 1924 из Румянцевского музея,True,Романтизм,
466,466,767,772,772,Путешественник,Иванов Александр Андреевич,10,,портрет,Пост. в 1925 из Румянцевского музея,True,Академизм,
467,467,769,774,774,"Раджнагар. Мраморная, украшеная барельефами набережная на озере в Удайпуре. 1874					",Верещагин Василий Васильевич,27,,,Приобр. П.М.Третьяковым в 1880 на аукционе произведений В.В.Верещагина в Петербурге,True,Реализм,
468,468,770,775,775,Радостный май,Жуковский Станислав Юлианович,38,"Картина продолжает традиции интерьерной живописи эпохи романтизма, прежде всего школы А.Г.Венецианова. Наполненный солнцем интерьер написан под влиянием импрессионизма, для русского варианта которого характерна лирическая нота. Импрессионизм вносит свои коррективы в изображение жизни вещей. Большую часть композиции занимают окна, пространство комнаты раскрыто в окружающий мир. За окнами торжествует весенняя природа, радует сердце молодая листва, сияет небесная лазурь. Окна словно два глаза, широко распахнутые в пробуждающийся мир, в них льется яркий солнечный свет. Букет подснежников на подоконнике – как осколок голубого неба. Стены старинной усадьбы оживают, становятся теплыми, светящимися, будто пропитанными солнцем. Закрытое окно передает иное настроение. Сквозь потускневшее от времени стекло пейзаж кажется пасмурным, поблекшим. Портреты и ампирные кресла вносят оттенок ностальгических воспоминаний о наполнявшей когда-то дом жизни, ушедшей из него навсегда",интерьер,"Приобр. Советом галереи в 1912 у автора, Москва",True,Реализм,
469,469,771,776,776,Радуга,Айвазовский Иван Константинович,19,"Все творчество крупнейшего мариниста в русском искусстве XIX века И.К. Айвазовского окрашено чертами романтизма. Он часто изображал штормы, бури, кораблекрушения. Его привлекали необычные эффекты света, отраженного в плоскости воды, не случаен и излюбленный романтиками мотив радуги. В картине Айвазовского зависшая над штормовым морем радуга окрашивает водяные брызги, а просвечивающая сквозь них морская вода приобретает розоватый оттенок. Высокая волна закрывает линию горизонта, и преображенная радужным светом морская стихия, с которой борются люди, спасающиеся с тонущего корабля, становится главным героем полотна",морской пейзаж (марина),Приобр. П.М.Третьяковым у автора,True,Романтизм,Маринизм
470,470,772,777,777,Разборчивая невеста,Федотов Павел Андреевич,15,,,Приобр. в 1914 г. у братьев Р.Д. и Б.Д.Востряковых,True,,
471,471,774,779,779,Ранней весной. 1887					,Остроухов Илья Семенович,37,,,Приобр. П.М.Третьяковым в 1887 у автора,True,Реализм,
472,472,775,780,780,Ранний снег. 1891					,Поленов Василий Дмитриевич,35,,,"Дар Г.П. Белякова в 1989, в память о сыне, ученом и педагоге Б.Г. Белякове (1936-1989); ранее собр. А.П.Лангового, Москва",True,Реализм,
473,473,777,782,782,Река Клязьма. Жуковка. 1888					,Поленов Василий Дмитриевич,35,,,Дар Норцовой З.В. по завещанию Норцова П.М. в 1995,True,Реализм,
474,474,779,784,784,Рожь,Шишкин Иван Иванович,25,"В пейзаже объединены два традиционных для художника мотива: поля с убегающей вдаль дорогой и могучие сосны. В надписи, сделанной Шишкиным на одном из эскизов к картине, говорится: ""Раздолье, простор, угодье, рожь, благодать Божья, русское богатство"". Критик В.В.Стасов сравнивал сосны на полотне с колоннами древнерусских храмов. Перед зрителем – величественная панорама русской природы, представленная как театрализованное зрелище. Природу Шишкин понимает как мироздание, соотнесенное с человеком. Поэтому столь важны две крошечные точки – человеческие фигурки, задающие масштаб изображению. Свои этюды Шишкин писал недалеко от родной Елабуги, стоящей на берегу реки Кама, однако его картины всегда сочинены, в них нет ничего случайного",пейзаж,Приобр. П.М.Третьяковым в 1878 у автора,True,Реализм,
475,475,780,785,785,Рожь. 1881					,Саврасов Алексей Кондратьевич,18,,,Приобр. в 1948 у С.А. Шлиппе,True,Реализм,
476,476,781,786,786,Розы в голубых кувшинах. 1917					,Коровин Константин Алексеевич,43,,,Приобр. в 1979 у Е.К.Михайлова. Феодосия,True,Импрессионизм,
477,477,783,788,788,Рубка леса. 1867					,Шишкин Иван Иванович,25,,,Приобр. П.М.Третьяковым,True,Реализм,
478,478,785,790,790,Русский посол при дворе римского императора,Шварц Вячеслав Григорьевич,16,,,"Пост. в 1921 из Музея-усадьбы ""Михайловское"" (бывшее имение гр. Шереметевых в Московской губ.)",True,Реализм,
479,479,786,791,791,Рыболов. 1871					,Перов Василий Григорьевич,17,,,Приобр. П.М. Третьяковым в 1872 у автора,True,Реализм,
480,480,787,792,792,"Рыбы, вино и фрукты",Коровин Константин Алексеевич,43,"Эта картина – один из великолепных по колористическому богатству так называемых ночных натюрмортов Коровина. ""Ночным"" импрессионизмом художник заинтересовался во время работы над декорациями к спектаклям. Его привлекла экзотическая красота искусственного освещения, усиливающая декоративное звучание цветов. Главным содержанием натюрморта становится драма взаимодействия цвета и света. Свет играет рефлексами на холодной зеркальной поверхности рыб, цвет обретает теплоту в плодах, а в глубине сосуда с вином он рдеет подобно драгоценному рубину. Погружаясь внутрь предметов, свет соединяется с цветом, становится выражением ""страсти вещества"". Работая широкими, размашистыми, жирными мазками, Коровин утверждает самоценность красок, их одушевленность. Он ""лепит"" пространство и предметы из одного красочного ""теста"", отчего рождается ощущение пластического единства мира",натюрморт,Пост. в 1927 из Гос. музея нового западного искусства,True,Импрессионизм,
481,481,789,794,794,Савва Иванович Мамонтов во Флоренции. 1888					,Коровин Константин Алексеевич,43,,,Пост. в 1995 от З.В.Норцовой по завещанию П.М.Норцова.,True,Импрессионизм,
482,482,790,795,795,Савояр. 1863-1864					,Перов Василий Григорьевич,17,,,Пост. в 1925 из Румянцевского музея (собр. Ф.И. Прянишникова),True,Реализм,
483,483,791,796,796,Садовая калитка в Чугучаке. 1869-1870					,Верещагин Василий Васильевич,27,,,Приобр. П.М.Третьяковым в 1874 у автора,True,Реализм,
484,484,792,797,797,Самосожжение Геркулеса на костре в присутствии его друга Филоктета. 1782					,Акимов Иван Акимович,4,,бытовой жанр,Пост. в 1931 из ГРМ,True,Классицизм,
485,485,793,798,798,Сарай. 1900					,Коровин Константин Алексеевич,43,,,Пост. в 1910 по завещанию М.А.Морозова. Москва,True,Импрессионизм,
486,486,794,799,799,"Сатурн с косой, сидящий на камне и обрезывающий крылья Амуру. 1802					",Акимов Иван Акимович,4,,бытовой жанр,Приобретено П.М.Третьяковым,True,Классицизм,
487,487,795,800,800,Свадьба в селе Кукавке Подольской губернии,Тропинин Василий Андреевич,13,"Изображено село Кукавка (Куковка) с церковью, около которой позднее находилось фамильное кладбище Морковых. С 1804 по 1821 (с перерывами) в селе жил и работал В.А.Тропинин",бытовой жанр,Приобр. в 1946 у Н.Э.Корчагиной,True,Романтизм,
488,488,796,801,801,Сватовство майора,Федотов Павел Андреевич,15,"Сюжет картины прост: в богатый купеческий дом сваха приводит майора свататься к купеческой дочери. Главное для возможного жениха – приданое невесты, а купец мечтает породниться с дворянином. Картина строится как театральная мизансцена с последовательно развивающимся действием от фигуры майора к центральной группе (дочь и мать). Обстановка дома демонстрирует претензии хозяев на ""хороший тон"", однако на всем лежит печать купеческого вкуса: нескладно сидящий сюртук на хозяине дома, по-крестьянски повязанный платок на голове купчихи, жеманные движения дочери, стесняющейся обнаженных плеч. Интерьер гостиной также выдает хозяйские пристрастия – на стене вместо модных картин висит портрет митрополита. Огромную роль играет натюрморт – вещи не просто комментируют событие, они обретают самоценную роль и, будучи написаны с миниатюрной виртуозностью, кажутся драгоценными. Настоящим героем картины является купеческий быт, простоватый, но основательный. Федотов писал в стихотворении-рацее, посвященном своей работе: ""Тут зато один толк, Что все взято не в долг, Как у вас иногда, Честные господа!""",бытовой жанр,Пост. в 1925  из Румянцевского музея,True,,
489,489,798,803,803,"Свежий кавалер. Утро чиновника, получившего первый крестик",Федотов Павел Андреевич,15,"Федотов стал основоположником городского жанра точно так же, как А.Г.Венецианов стал основоположником жанра сельского. Но если деревня рассматривалась как ""приют отдохновения"", то город как ""вертеп порока"", следовательно, задача художника – высмеять порок. Сюжет картины художник раскрыл в своем пояснении, которое заканчивается словами: ""Где завелась дурная связь, там и в великий праздник грязь"". В центре картины – чиновник в позе римского оратора, рваный халат он поддерживает как тогу, папильотки в волосах уподоблены лавровому венку. Гордясь собой, он указывает на орден, в ответ беременная кухарка (""дурная связь"") демонстрирует рваный сапог. Перед нами пародия на героические сцены в античном духе. Как самостоятельные персонажи трактованы вещи, окружающие героев, – сломанный стул, пустые бутылки, таракан на столе, а такие детали, как колбаса, завернутая в газету ""Ведомости полиции"", и роман Ф.В.Булгарина ""Иван Выжигин"" под стулом привносят в картину социально-критический оттенок",бытовой жанр,Пост. в 1925 из Румянцевского музея,True,,
490,490,799,804,804,Священник Парс (огнепоклонник). Бомбей. 1874-1876					,Верещагин Василий Васильевич,27,,,Приобр. П.М.Третьяковым в 1880 на аукционе произведений В.В.Верещагина в Петербурге,True,Реализм,
491,491,800,805,805,Север. 1879					,Куинджи Архип Иванович,21,,,Приобр. П.М.Третьяковым в 1879  у автора,True,Реализм,
492,492,801,806,806,Северная идиллия,Коровин Константин Алексеевич,43,"Замысел картины зародился у Коровина в процессе оформления спектаклей на фольклорную тему в Абрамцеве. Сюжет навеян оперой “Снегурочка” по мотивам пьесы А.Н.Островского. В работе получили отражение эксперименты художника в области новаторского понимания задач театрально-декорационного искусства. Здесь у него впервые появляется столь мощный контраст зеленого, красного и белого цветов. Это излюбленное в народе сочетание подчеркивает связь между национальным чувством красоты и природой. Фигуры нарядных девушек образуют выразительную группу на фоне “левитановского” пейзажа с пасмурным вечерним небом, низкорослыми северными деревцами. В живописной манере ощущается эклектичность – детализированное изображение пейзажа соединяется с широкими, обобщенными цветовыми пятнами фигур. Размашистая манера письма возникает у Коровина под влиянием увлечения творчеством шведского импрессиониста А.Цорна. Плавные диагональные ритмы пейзажа словно аккомпанируют основной мизансцене. Пастушок играет на свирели, девушки погружены в звуки незатейливой задумчивой мелодии. Кажется, что и природа притихла, заслушавшись. В работе найдена необычная жанровая форма – идиллия, некое бессобытийное поэтически-созерцательное произведение",бытовой жанр,"Дар в 1894 Е.Н.Орловой, Москва.",True,Импрессионизм,
